complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_completely.xml	4262
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_more.xml	2317
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_slightly.xml	449
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_true.xml	0
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_completely.xml	3160
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_more.xml	1842
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_slightly.xml	1025
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_true.xml	0
complex/3-multi-staff-single-voice_true.xml	complex/3-multi-staff-single-voice_slightly.xml	3228
complex/3-multi-staff-single-voice_true.xml	complex/3-multi-staff-single-voice_true.xml	0
full-fragment/mozart_true.xml	full-fragment/mozart_dots.xml	1399
full-fragment/mozart_true.xml	full-fragment/mozart_dots-and-rests.xml	1784
full-fragment/mozart_true.xml	full-fragment/mozart_rests.xml	1056
full-fragment/mozart_true.xml	full-fragment/mozart_slurs-and-ties.xml	960
full-fragment/mozart_true.xml	full-fragment/mozart_slurs-to-beams.xml	1354
full-fragment/mozart_true.xml	full-fragment/mozart_true.xml	0
single-note/note_true.xml	single-note/note_chord.xml	258
single-note/note_true.xml	single-note/note_f_clef.xml	4
single-note/note_true.xml	single-note/note_flat.xml	28
single-note/note_true.xml	single-note/note_half.xml	3
single-note/note_true.xml	single-note/note_half_with_rest.xml	172
single-note/note_true.xml	single-note/note_key_nochange.xml	2
single-note/note_true.xml	single-note/note_key_sharp.xml	28
single-note/note_true.xml	single-note/note_pitch_octave.xml	1
single-note/note_true.xml	single-note/note_pitch_step.xml	1
single-note/note_true.xml	single-note/note_sharp.xml	27
single-note/note_true.xml	single-note/note_true.xml	0
note-sequence/scale_true.xml	note-sequence/scale_interruptions.xml	565
note-sequence/scale_true.xml	note-sequence/scale_reordered-completely.xml	10
note-sequence/scale_true.xml	note-sequence/scale_shifted-duration.xml	43
note-sequence/scale_true.xml	note-sequence/scale_swap-two.xml	6
note-sequence/scale_true.xml	note-sequence/scale_true.xml	0
note-sequence/scale_true.xml	note-sequence/scale_wrong-completely.xml	154
note-sequence/scale_true.xml	note-sequence/scale_wrong-two.xml	176
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_as-one_true-notes.xml	1225
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_as-one_wrong-notes.xml	1748
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_true.xml	0
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_wrong-notes.xml	647
multi-part/two-part_true.xml	multi-part/two-part_as-one_true-notes.xml	1121
multi-part/two-part_true.xml	multi-part/two-part_as-one_wrong-notes.xml	1265
multi-part/two-part_true.xml	multi-part/two-part_true.xml	0
multi-part/two-part_true.xml	multi-part/two-part_wrong-notes.xml	153
