complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_completely.xml	84
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_more.xml	45
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_slightly.xml	18
complex/1-single-staff-single-voice_true.xml	complex/1-single-staff-single-voice_true.xml	0
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_completely.xml	160
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_more.xml	73
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_slightly.xml	31
complex/2-single-staff-multi-voice_true.xml	complex/2-single-staff-multi-voice_true.xml	0
complex/3-multi-staff-single-voice_true.xml	complex/3-multi-staff-single-voice_slightly.xml 45
complex/3-multi-staff-single-voice_true.xml	complex/3-multi-staff-single-voice_true.xml	0
full-fragment/mozart_true.xml	full-fragment/mozart_dots.xml	30
full-fragment/mozart_true.xml	full-fragment/mozart_dots-and-rests.xml	50
full-fragment/mozart_true.xml	full-fragment/mozart_rests.xml	23
full-fragment/mozart_true.xml	full-fragment/mozart_slurs-and-ties.xml	24
full-fragment/mozart_true.xml	full-fragment/mozart_slurs-to-beams.xml	28
full-fragment/mozart_true.xml	full-fragment/mozart_true.xml	0
single-note/note_true.xml	single-note/note_chord.xml	2
single-note/note_true.xml	single-note/note_f_clef.xml	3
single-note/note_true.xml	single-note/note_flat.xml	0
single-note/note_true.xml	single-note/note_half.xml	1
single-note/note_true.xml	single-note/note_half_with_rest.xml	3
single-note/note_true.xml	single-note/note_key_nochange.xml	1
single-note/note_true.xml	single-note/note_key_sharp.xml	1
single-note/note_true.xml	single-note/note_pitch_octave.xml	1
single-note/note_true.xml	single-note/note_pitch_step.xml	1
single-note/note_true.xml	single-note/note_sharp.xml	0
single-note/note_true.xml	single-note/note_true.xml	0
note-sequence/scale_true.xml	note-sequence/scale_interruptions.xml	13
note-sequence/scale_true.xml	note-sequence/scale_reordered-completely.xml	4
note-sequence/scale_true.xml	note-sequence/scale_shifted-duration.xml	3
note-sequence/scale_true.xml	note-sequence/scale_swap-two.xml	2
note-sequence/scale_true.xml	note-sequence/scale_true.xml	0
note-sequence/scale_true.xml	note-sequence/scale_wrong-completely.xml	5
note-sequence/scale_true.xml	note-sequence/scale_wrong-two.xml	4
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_as-one_true-notes.xml	20
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_as-one_wrong-notes.xml	34
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_true.xml	0
multi-part/two-part-longer_true.xml	multi-part/two-part-longer_wrong-notes.xml	14
multi-part/two-part_true.xml	multi-part/two-part_as-one_true-notes.xml	20
multi-part/two-part_true.xml	multi-part/two-part_as-one_wrong-notes.xml	27
multi-part/two-part_true.xml	multi-part/two-part_true.xml	0
multi-part/two-part_true.xml	multi-part/two-part_wrong-notes.xml	7
